Id,Label,names,pageranks
956133,,Clan Keith,0.000021
956169,,Clan MacLea,0.000018
956342,,Rm,0.000018
956449,,Dunfermline Abbey,0.000019
957233,,Meall Greigh,0.000018
958300,,Michael Ochiltree,0.000018
958531,,Roxburgh Castle,0.000018
958608,,"Macbeth, King of Scotland",0.000019
1041282,,Three Witches,0.000024
958923,,Robert Christison,0.000018
959588,,Barry Burns,0.000019
960088,,Children Collide,0.000018
960148,,Richard Grossman (musician),0.000023
960285,,Hoodoo Gurus,0.000028
1197117,,Matt Moffitt,0.000022
960214,,The Seabellies,0.000018
960349,,Philadelphia Grand Jury,0.000018
960498,,The Mexican Spitfires,0.000018
961951,,Houlihan's,0.000018
1107922,,Pope Leo XII,0.000048
962604,,Vazeilles-Limandre,0.000018
962745,,U.S. Peace Council,0.000018
964345,,La Boulaye,0.000018
965326,,True Faith (song),0.000025
977607,,Oskar Schlemmer,0.000021
1174766,,Stephen Hague,0.000021
966277,,rondelle,0.000018
966594,,Villers-Campsart,0.000018
969298,,List of stations of the Paris Mtro,0.000018
978375,,Montparnasse,0.000116
969700,,Cornelia van der Veer,0.000018
969732,,James Pryde,0.000018
970156,,Lloyd's Weekly Newspaper,0.000018
971285,,Joel Peissig,0.000018
971524,,Unit (art collective),0.000018
971574,,Saskia Olde Wolbers,0.000018
971713,,Manifesta,0.000018
1719084,,The Pirate Bay,0.000095
972230,,Quellinus family,0.000018
972336,,Olivia Rossetti Agresti,0.000018
972435,,Australian Centre for Contemporary Art,0.000018
973276,,Lea Vivot,0.000018
973496,,Apsley House,0.000029
1644160,,Park Lane (road),0.000024
978477,,History of painting,0.00005
973737,,Lygia Clark,0.000018
973791,,John Lavery,0.000018
973799,,Ismail Gulgee,0.00002
973915,,Montparnasse Cemetery,0.000126
977367,,Academic art,0.000169
974360,,Hubert von Herkomer,0.000062
974470,,Francis Cotes,0.000062
974800,,Grisaille,0.000027
974907,,Cornelis de Wael,0.000018
975707,,National museum,0.000018
1496150,,Luigi Cherubini,0.000034
1533810,,Gerda Taro,0.000024
1449137,,Neil Innes,0.00004
976063,,Giovanni Segantini,0.000018
976425,,Self-portrait,0.000054
976378,,Thomas Phillips,0.000062
977740,,Cindy Sherman,0.000022
976769,,Damian Loeb,0.000018
976821,,Billy Klver,0.000018
977010,,Daniel Buren,0.000036
977531,,"National Museum of Modern Art, Tokyo",0.000029
978256,,Muse d'Art Moderne de la Ville de Paris,0.000102
977136,,Fritz Haeg,0.000018
977228,,Es Baluard,0.000018
977404,,List of years in art,0.000018
977943,,Alfred Sisley,0.00008
978434,,Louise Nevelson,0.000031
978515,,Cy Twombly,0.000045
980573,,1014 in art,0.00002
978054,,Lilla Cabot Perry,0.00005
977986,,Frank Weston Benson,0.000018
978746,,Birmingham Museum of Art,0.00003
978115,,Harry Holtzman,0.000018
978215,,Judith Brown (sculptor),0.000018
1283932,,"Cornish, New Hampshire",0.000027
979437,,Giacomo Barozzi da Vignola,0.000039
979584,,Mick Gold,0.000018
1382981,,Allister Sparks,0.000121
1391099,,Northern Ireland peace process,0.000053
979960,,Bernardo Buontalenti,0.000018
980027,,Marriage of the Virgin,0.000018
980143,,Jean Germain Drouais,0.000018
980335,,Castell'Azzara,0.000018
980378,,Radicofani,0.000018
983283,,Saint-Martin-de-Fressengeas,0.000018
983290,,List of cathedrals in France,0.000092
1525207,,Bziers,0.000046
983404,,Camors,0.000018
983662,,Mauregard,0.000018
984105,,List of Domes in France,0.000018
984297,,Communes of the Charente-Maritime department,0.000023
1706947,,"Puyravault, Charente-Maritime",0.000023
984430,,A Little Tour in France,0.000018
992007,,Aigues-Mortes,0.000026
985036,,Vierzon,0.000024
985084,,Communes of the Cher department,0.000042
985150,,Saint-Martin-d'Auxigny,0.000024
985362,,Beaumont-le-Hareng,0.000018
985570,,Graimbouville,0.000018
987101,,Racquinghem,0.000018
1185271,,Bob Sinclar,0.000095
1496801,,Hector Berlioz,0.000169
987679,,Communes of the Val-d'Oise department,0.000026
987681,,"Franconville, Val-d'Oise",0.000023
992865,,Gadancourt,0.000023
987933,,Suippe,0.000018
988729,,List of canals in France,0.000018
1428118,,Briare,0.000021
988779,,Louvignies-Quesnoy,0.000018
1785294,,Le Quesnoy,0.000022
989066,,Volckerinckhove,0.000018
989253,,Trlon,0.000018
989258,,lesmes,0.000018
989303,,Brunmont,0.000018
989529,,Communes of the Isre department,0.000018
991398,,Communes of the Ardche department,0.000018
991648,,"Sceaux, Yonne",0.000018
992382,,Puchabon,0.000018
992968,,Les Laubies,0.000018
993210,,Don (Vilaine),0.000018
993230,,Boue,0.000018
995650,,Aerial perspective,0.000018
996146,,Leonard Michael Berry,0.000018
996207,,Archie R. Clemins,0.000018
998013,,Meanings of minor planet names: 1300114000,0.000018
999075,,Meanings of minor planet names: 1100112000,0.000018
415885,,Raa,0.00002
1000003,,Destiny (No Angels album),0.000018
1063337,,Remake,0.000049
1000604,,The War Illustrated,0.000018
1002249,,Blemmyes (legendary creatures),0.000018
1002626,,Kabhi Andhera Kabhi Ujala,0.000018
1003412,,Outside (magazine),0.000018
1003431,,Ginette Harrison,0.000018
1004552,,2009 Lamar Hunt U.S. Open Cup,0.000022
1004887,,Todd Yeagley,0.000018
1004948,,Adam Frye,0.000018
1005026,,Chris Tierney,0.000018
1005054,,All-time FC Dallas roster,0.000018
1005402,,Soccer-specific stadium,0.000082
1005572,,Bobby Shuttleworth,0.000018
1006200,,Steve Ancheta,0.000018
1006330,,Keith Tozer,0.000018
1006333,,Amr Aly,0.000018
1006435,,Paul Gardner (journalist),0.000018
1006971,,Washington Diplomats,0.000026
1007717,,Ladaux,0.000018
1008011,,Michael von Clemm,0.000039
1008154,,Valentin Robu,0.000018
1008333,,Bojan Preern,0.000018
1010163,,Chris White (rower),0.000018
1013172,,Belgium at the 2004 Summer Olympics,0.000018
1333893,,Barbora Zhlavov-Strcov,0.000046
1013998,,Hampton Comes Alive,0.000018
1014746,,The Diary of a Chambermaid (1946 film),0.000023
1265724,,Reginald Owen,0.000059
1014796,,Fiat justitia ruat caelum,0.000018
1262213,,Jim Garrison,0.000023
1015187,,Chat Chat,0.000018
1015912,,PTU (film),0.000018
1015936,,Hard Boiled,0.000018
1016000,,Carina Lau,0.000018
1016021,,Sean Lau,0.000018
1016055,,Cecilia Cheung,0.000018
1016106,,Seven Swords,0.000018
1069103,,Wang Xueqi,0.000022
1016171,,Lawyer Lawyer,0.000018
1016638,,Michael Tse,0.000018
1061977,,1985 in film,0.000047
1016657,,Gigi Lai,0.000018
1017097,,Winnie Lau,0.000018
1017495,,Fist of Legend,0.000024
1017545,,Dragons Forever,0.000044
1017615,,Snake in the Eagle's Shadow,0.000036
1058679,,Mulan,0.000043
1060116,,Rush Hour (1998 film),0.000077
1554651,,2008 Summer Paralympics,0.000035
1017653,,Mr. Vampire III,0.000027
1018153,,Kung Fu Hustle,0.000029
1017780,,The Crimson Charm,0.000018
1017795,,Hsiao Ho (actor),0.000018
1018118,,Teresa Cheung (socialite),0.000018
1060343,,Richard Roeper,0.000029
1018156,,Wang Luoyong,0.000018
1019124,,"I Love You, I Love You Not",0.000018
1019217,,Grand Central Murder,0.000018
1019371,,For the Roses,0.000025
1180782,,Bobbye Hall,0.000024
1019390,,Power Supply (album),0.000018
1019454,,Burning for Buddy: A Tribute to the Music of Buddy Rich,0.000018
1019476,,Abide with Me,0.000018
1019978,,Laura Shapiro Kramer,0.000018
1503381,,Harvey Schmidt,0.000021
1020011,,Hullabaloo (film),0.000023
1020356,,Beat Kaestli,0.000026
1026651,,Glenn Miller Orchestra,0.000026
1020534,,Tomorrow's Promises,0.000018
1020760,,Horizon Records,0.000018
1022322,,Chet Baker,0.000091
1020865,,Ray Lawrence (record producer),0.000018
1021884,,Mundell Lowe,0.000019
1177248,,Gold Star Studios,0.000023
1180495,,Ruth Brown,0.000056
1379666,,Chitlin' circuit,0.00004
1020974,,Tiger Onitsuka,0.000018
1021357,,Honeybuns,0.000018
1021552,,Mr. Jones (Elvin Jones album),0.000018
1021603,,Patti Bown,0.000018
1021627,,Saudade (album),0.000018
1021836,,Barney Kessel,0.000018
1021857,,Benny Carter,0.000035
1022034,,Joe Maini,0.000018
1022118,,David Amram,0.00002
1022172,,Nat Adderley,0.000018
1022368,,Philly Joe Jones,0.000031
1022206,,Dick Katz,0.000018
1022612,,Dave Holland,0.000027
1022623,,Alphonse Mouzon,0.000021
1022426,,Lee Morgan,0.000073
1022627,,John McLaughlin (musician),0.000126
1764638,,List of jazz institutions and organizations,0.000073
1022566,,Mike Stern,0.000032
1179146,,Bruce Hornsby,0.000036
1022631,,John Patitucci,0.000028
1023022,,Alphonso Johnson,0.000018
1023089,,Frank Lowe,0.000018
1023676,,Sandy Williams,0.000018
1023727,,Limelight Records,0.000018
1024151,,San Francisco (Bobby Hutcherson album),0.000018
1024196,,Lee Castle,0.000018
1024242,,Tisziji Munoz,0.000018
1024309,,"You've Got It Bad, Girl",0.000018
1024549,,Your Songs,0.000018
1061182,,Love Story (1970 film),0.000098
1183739,,Hot R&B/Hip-Hop Songs,0.000154
1024691,,Oscar Peterson and Harry Edison,0.000018
1024850,,ZT's Blues,0.000018
1179692,,David Foster,0.000056
1025201,,Ella Swings Brightly with Nelson,0.000018
1025259,,Lew Brown,0.000018
1025340,,Arthur Freed,0.000039
1061525,,1956 in film,0.000069
1025376,,Come Rain or Come Shine,0.000018
1025502,,Strangers in the Night (Frank Sinatra album),0.000018
1025560,,Nat King Cole,0.000114
1025608,,Ted Lewis (musician),0.000018
1025798,,The Great American Songbook: Live at Michael's Pub,0.000018
1025816,,Tony Bennett on Holiday,0.000018
1025820,,I've Grown Accustomed to Her Face,0.000018
1026202,,Ethel Azama,0.000018
1026282,,Isn't It Romantic?,0.000018
1026338,,Eddy Howard,0.000018
1026833,,Double Time (Leon Redbone album),0.000018
1026898,,List of Grammy Hall of Fame Award recipients JP,0.000018
1496735,,Georg Solti,0.000138
1027000,,Charlie Dixon (musician),0.000018
1027461,,Thurston Harris,0.000019
1027829,,Honeycomb (song),0.000018
1028482,,Craniodiaphyseal dysplasia,0.000018
1028660,,Grimm (TV series),0.00002
1028719,,Ally McBeal (season 4),0.000018
1059809,,Taye Diggs,0.000037
1179362,,Barry White,0.000028
1028751,,Gloria Garayua,0.000018
1028812,,Grandma Got Run Over by a Reindeer (Grey's Anatomy),0.000018
1028817,,"Deny, Deny, Deny",0.000018
1041504,,Tsai Chin (actress),0.000034
1028888,,Damage Case,0.000018
1028931,,Miranda Bailey,0.000019
1029656,,Faudel,0.000018
1029729,,Patrick Bruel,0.000018
1030388,,Rowland Sutherland,0.000018
1031351,,Barnsley Gardens,0.000018
1031370,,Scariest Places on Earth,0.00003
1345590,,Woodchester Mansion,0.000023
1031574,,Elizabeth Dawn,0.000024
1031961,,The Adventures of Brigadier Wellington-Bull,0.000018
1032007,,Elena Gadel,0.000018
1032045,,Mitch Benn's Crimes Against Music,0.000022
1036317,,Robin Ince,0.000036
1032373,,William Gregor,0.000031
1032890,,Moses Jones,0.000018
1032903,,Alan Sugar,0.000074
1033274,,Kate Adie,0.000104
1033341,,Light entertainment,0.00012
1033344,,Orla Brady,0.000018
1033381,,Julia Ford,0.000018
1033383,,Chipo Chung,0.000018
1033845,,Brian Blessed,0.000055
1034046,,British Academy Television Award for Best Actor,0.000035
1035460,,Smiley's People,0.000023
1038048,,Nigel Hawthorne,0.000057
1039987,,John Thaw,0.000023
1644519,,Shepherd's Bush,0.000452
1034483,,In Sickness and in Health,0.000027
1044354,,Bill Travers,0.000022
1056734,,Yellowbeard,0.00004
1059183,,Monty Python's Life of Brian,0.000046
1034478,,Rodney Bewes,0.000018
168108,,John Ford (dramatist),0.000021
1034804,,James Hillier (actor),0.000018
1034821,,Simon Groom,0.000018
1034912,,God on Trial,0.000018
1035033,,Gillian Kearney,0.000018
1035108,,Benedict Sandiford,0.000018
1035122,,Fairy Tales (TV series),0.000018
1035125,,Vincent (TV series),0.000021
1035170,,Lesley Sharp,0.000018
1035362,,Brendan Coyle,0.000018
1035631,,The Sky at Night,0.000327
1036052,,Rowan Atkinson,0.000043
1035890,,The Sitcom Showdown,0.000018
1035970,,Bill Dare,0.000018
1036031,,Meet Ricky Gervais,0.000022
1036105,,Andy Harries,0.000024
1036178,,The South Bank Show,0.000039
1036121,,Alexei Sayle,0.000138
1036126,,Mastermind (TV series),0.000021
1062714,,John Houseman,0.000045
1036410,,Britain's Best Sitcom,0.000024
1036456,,David Quantick,0.000035
1036727,,Tim FitzHigham,0.000018
1037229,,Faith in the Future,0.000018
1037291,,Indira Joshi,0.000018
1037536,,Michael Higgs,0.000019
1037755,,Samantha Womack,0.000018
1037768,,Jay Brown,0.000018
1037825,,Denise Fox,0.000018
1038057,,Open Government (Yes Minister),0.000018
1038135,,Christmas Crackers (Only Fools and Horses),0.000018
1038233,,List of William Shakespeare film adaptations,0.000018
1060397,,Rupert Everett,0.000035
1061077,,Joseph Gordon-Levitt,0.000035
1061341,,West Side Story (film),0.000134
1061900,,Winona Ryder,0.000037
1130710,,Rosalind Cash,0.000019
1489477,,Catch My Soul (UK stage version),0.000019
1061774,,Whoopi Goldberg,0.000167
1038298,,Miss Austen Regrets,0.000018
1038852,,Gaby Roslin,0.000021
1039178,,UKGameshows.com,0.000021
1090232,,Royal Institution Christmas Lectures,0.000021
1377277,,Wizards of Waverly Place,0.000049
1038827,,Who Wants to Be a Millionaire? (UK game show),0.000025
1038929,,Davina McCall,0.000026
1038982,,Fully Booked,0.000018
1039171,,Gordon Ramsay: Cookalong Live,0.000018
1039322,,Trawlermen (TV series),0.000018
1341134,,Bob Shennan,0.000062
1039371,,Max Clifford,0.000018
1039595,,Samuel West,0.000024
1499183,,Wigmore Hall,0.000069
1499347,,Sheffield Philharmonic Chorus,0.000021
1775244,,Twelfth Night: Or What You Will (1996 film),0.000031
1061099,,Richard Chamberlain,0.000089
1225395,,Brad Mays,0.000037
1039936,,Douglas Henshall,0.000034
1040525,,Sharon Maughan,0.000018
1040858,,Quatermass II,0.000018
1041022,,Lawless Heart,0.000018
1041067,,Anita and Me (film),0.000018
1041174,,Haje Jan Kamps,0.000018
1041196,,Jamie Green (footballer),0.000018
194799,,Boydell & Brewer,0.000023
1041357,,Sharman Macdonald,0.000021
1061698,,Keira Knightley,0.000041
1041587,,I Could Go On Singing,0.000018
1041722,,The Lamp Still Burns,0.000018
1041765,,Greta Gynt,0.000018
1041973,,Young Man's Fancy (film),0.000018
1164852,,Anna Lee,0.000031
1042006,,Alexander Korda,0.000111
1042010,,Charles Carson (actor),0.000024
1042737,,Reach for the Sky,0.000041
1042583,,The Red Beret,0.000018
1042689,,Gerard Heinz,0.000018
1042903,,Niall MacGinnis,0.000018
1042919,,David Farrar (actor),0.000018
1043852,,Justine Lord,0.000018
1043904,,The Entertainer (film),0.000028
1044198,,Graham Stark,0.000018
1044292,,Term of Trial,0.000018
1044593,,Hands of the Ripper,0.000018
1045218,,Comradeship (1919 film),0.000018
1045598,,Joan Gardner,0.000018
1045741,,Home from Home (film),0.000018
1045786,,Jane Baxter,0.000018
1046274,,Irving Asher,0.000039
1046419,,Tip Toes (1927 film),0.000018
1267992,,1927 in film,0.000038
1047166,,Teen Big Brother: The Experiment,0.000018
1047236,,Last House on Dead End Street,0.000022
1047634,,Morgan and Destiny's Eleventeenth Date: The Zeppelin Zoo,0.000021
1047659,,Phantasm (film),0.000018
1047712,,Zbigniew Preisner,0.000022
1048127,,Piotr Szulkin,0.000018
1048395,,Talking animals in fiction,0.000018
1048451,,"The Lion, the Witch and the Wardrobe",0.000018
1048625,,Bridge to Terabithia (novel),0.000019
1048683,,Marc Lamont Hill,0.000018
1049156,,Bloody Mama,0.000018
1062148,,Clint Kimbrough,0.000026
1049196,,The FBI Story,0.000018
1163458,,Vera Miles,0.00004
1049438,,Gregg Barton,0.000018
1050665,,Germn Legarreta,0.000018
1051047,,Les Gaz mortels,0.000018
1051270,,"La Tour, prends garde !",0.000018
1051685,,Maurice Ronet,0.000029
1051732,,Jean Girault,0.000018
1051921,,The Mad Adventures of Rabbi Jacob,0.000018
1052084,,Patrick Dewaere,0.000018
1052176,,Bulle Ogier,0.000018
1052439,,Eddie Constantine,0.000018
1053443,,A Small Circle of Friends,0.000029
1053520,,Roger Aaron Brown,0.000018
1053563,,Primatte chromakey technology,0.000018
1053614,,Sydne Rome,0.000025
1053618,,That Lucky Touch,0.000022
1054337,,Touch (film),0.000029
1163586,,Janeane Garofalo,0.000052
1054564,,Palindromes (film),0.000018
1060811,,Dave (film),0.00002
1054789,,Arthur Christmas,0.000019
1054846,,Behind Enemy Lines (2001 film),0.000028
1055120,,Waiting... (film),0.000021
1584257,,John Francis Daley,0.000024
1055163,,Merchant Ivory Productions,0.000025
1055164,,Ismail Merchant,0.000026
1055594,,Lucky Number Slevin,0.000042
1055913,,The Last House on the Left (1972 film),0.000026
1055946,,Studio Tour,0.000018
1059965,,Michael Hitchcock,0.000024
1055995,,Godsend (film),0.000024
1056144,,Radio Flyer (film),0.000018
1056334,,Romain Duris,0.000018
1061665,,Peter Boyle,0.000035
1056782,,A Midnight Clear,0.000021
1056805,,Next Stop Wonderland,0.000019
1056973,,Hair High,0.000018
1057071,,Anna Popplewell,0.00002
1057237,,My Best Friend's Girl (2008 film),0.000018
1057296,,Bernard and Doris,0.000018
1057549,,Father Goose (film),0.000024
1057637,,Clash by Night,0.000029
1224147,,Clifford Odets,0.000033
1168575,,July 13,0.000022
1057998,,My Girl 2,0.000018
1058152,,Rumer Willis,0.000019
1058162,,The Deep End of the Ocean (film),0.000026
1062770,,Ferris Bueller's Day Off,0.000081
1062964,,Hancock (film),0.000031
1058329,,Thomas Kretschmann,0.000024
1059815,,Next (2007 film),0.000024
1061357,,Academy Award for Best Art Direction,0.000192
1058368,,Wizards (film),0.000018
1058618,,Daniel Baldwin,0.000018
1651009,,Pepita,0.000035
1058673,,List of Disney film soundtracks,0.000018
1058702,,Fantasia 2000,0.000033
1059173,,G-Force (film),0.000031
1062686,,Pat Morita,0.000031
1504050,,David Zippel,0.000022
1058713,,List of fictional cats and other felines,0.000018
1059199,,Story within a story,0.000032
1059481,,List of fictional dogs,0.000019
1089656,,Schrdinger's cat,0.000019
1164370,,Early Edition,0.000075
1164521,,The L Word,0.000032
1299764,,Pixie and Dixie,0.000019
1058773,,Geoff Zanelli,0.000024
1058785,,David Rasche,0.000019
1058839,,Marty Katz,0.000018
1058971,,Pacific Heights (film),0.00002
1059017,,Cheaper by the Dozen (2003 film),0.000025
1059040,,Observe and Report,0.000019
1059073,,Ben Younger,0.000024
1059122,,Ace Ventura: When Nature Calls,0.000018
1059141,,Dragnet (1987 film),0.000031
1061983,,1987 in film,0.000049
1177597,,Glenn Hughes,0.000034
1179059,,Art of Noise,0.000025
1740831,,Shenmue,0.00002
1059206,,The Two Jakes,0.000022
1059331,,Joe Somebody,0.00002
1059406,,Fantastic Four: Rise of the Silver Surfer,0.000019
954491,,Dan Rhodes,0.000019
1743642,,Beck: Mongolian Chop Squad,0.000036
1743657,,Ouran High School Host Club,0.000032
1059637,,Writers Guild of America Award,0.000064
1059729,,List of films shot in Toronto,0.000018
1180055,,Barenaked Ladies,0.000035
1059866,,Sitges Film Festival,0.000024
1059889,,Ed Wood,0.000042
1059906,,William Hickey (actor),0.00002
1062521,,Los Angeles Film Critics Association,0.00004
1059990,,Tumbleweeds (1999 film),0.000018
1060023,,Marci Liroff,0.000018
1060648,,Ratatouille (film),0.000059
1236511,,Ken Leung,0.000045
1063839,,City of Angels (film),0.000033
1060335,,Anatomy of a Murder,0.000018
1060364,,Hollywood blacklist,0.000057
1060412,,Lionel Stander,0.000022
1060781,,Garson Kanin,0.000027
1063937,,Jeff Corey,0.000023
1502377,,Arthur Laurents,0.000038
1061861,,Julia Roberts,0.000075
1225398,,Jayne Atkinson,0.000023
1265367,,Mary Astor,0.000036
1063205,,Busby Berkeley,0.000043
1065846,,The Sea Hawk (1940 film),0.000064
1066880,,Malpaso Productions,0.000039
1265578,,The Life of the Party (1930 film),0.000046
1060490,,List of Brown University people,0.000018
1054292,,Here on Earth (film),0.000019
1062474,,Kinsey (film),0.000033
1063253,,Leslie Bibb,0.000023
1089090,,David Pingree,0.000019
1164440,,Ellen (TV series),0.000027
1225072,,Sarah Ruhl,0.000019
1060492,,Michael Vartan,0.000029
1060997,,Jennifer Garner,0.000035
1060496,,Charlotte Rampling,0.000028
1068638,,Four Horsemen of the Apocalypse (film),0.000041
1163434,,"James Thomas Aubrey, Jr.",0.000035
1265874,,William Haines,0.000041
1060527,,List of films based on westerns,0.000018
1060557,,Dinner for Five,0.00002
1061392,,John Landis,0.000041
1166118,,Colin Quinn,0.000029
1060631,,3D film,0.000025
1163666,,Robert Stack,0.000036
1165658,,Victor Jory,0.000019
1061687,,1978 in film,0.000029
1061995,,1982 in film,0.00003
1060744,,Southland Tales,0.000025
1061867,,List of American films of 2007,0.00002
1179615,,Moby,0.000061
1060792,,Robert Latham Brown,0.000018
1061312,,Golden Globe Award for Best Supporting Actress  Motion Picture,0.000066
1063447,,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean (film)",0.000027
1062235,,Touch of Evil,0.000044
1063130,,Splatter film,0.000023
1165145,,Jeanette Nolan,0.000022
1165335,,John Anderson (actor),0.000024
1063058,,Kimberly Peirce,0.000022
1073906,,William Bast,0.000028
1063841,,The Amityville Horror (2005 film),0.000029
1061198,,Cliff Robertson,0.000025
1061329,,New Hollywood,0.000029
1066780,,Keith Short,0.000023
1071935,,Japan Academy Prize (film),0.000034
1181051,,Shrine Auditorium,0.000203
1061968,,Golden Globe Award for Best Supporting Actor  Motion Picture,0.000045
1062661,,The Great Gatsby (1974 film),0.000025
1062916,,Thirteen (film),0.000024
1164820,,Quinn Cummings,0.000021
1185019,,Jennifer Hudson,0.000067
1062970,,The Birdcage,0.000031
1266382,,Svengali (1931 film),0.000031
1061370,,History of film,0.000038
1065450,,Todd-AO,0.000031
1065885,,She Done Him Wrong,0.000055
1062813,,Mission: Impossible (film),0.000053
1064113,,Over the Hedge (film),0.000051
1161250,,Sumner Redstone,0.00009
1265390,,Samuel Goldwyn,0.000082
1061407,,Nicholas Ray,0.00003
1061409,,Jean Simmons,0.000048
1063035,,Nonlinear narrative,0.000032
1061438,,List of American films of 1960,0.000018
1163535,,Ed Wynn,0.000033
1061442,,List of American films of 1964,0.000018
1164384,,List of television shows set in Los Angeles,0.000092
1163744,,Joan Bennett,0.000031
1163312,,Tina Louise,0.00003
1265387,,1930 in film,0.000093
1068345,,The Goddess (1958 film),0.000022
1270540,,Edna Purviance,0.00003
1163911,,Richard Boone,0.000026
1265384,,1933 in film,0.000073
1062890,,Bo Derek,0.000046
1064769,,The Court Jester,0.000039
1129371,,As Young as You Feel,0.000032
1061543,,1938 in film,0.000047
1247324,,Joseph Kane,0.00003
1268260,,1917 in film,0.000023
1265209,,Anne Shirley (actress),0.000021
1265746,,Warner Oland,0.000028
1177990,,Julee Cruise,0.000023
1061662,,Aidan Quinn,0.000033
1063765,,Jonah Hex (film),0.000032
1062571,,Midnight Express (film),0.000021
1086440,,Harper Valley PTA (film),0.000019
1580416,,The Hole (2001 film),0.000021
1064821,,Black Reel Awards,0.000027
1164249,,William Frawley,0.000028
1062429,,Seven (film),0.000031
1637536,,Margaret Chan,0.000021
1063226,,First Blood,0.000028
1064693,,Tears of the Sun,0.000022
1066122,,Blacula,0.000027
1161959,,Sydney Lassick,0.00002
1163647,,John Ritter,0.000023
1179288,,Natalie Imbruglia,0.000094
1184040,,Christina Milian,0.000046
1063314,,Mister Roberts (1955 film),0.000026
1063857,,Brad Silberling,0.000024
1064005,,Paul Weitz (filmmaker),0.000025
1064135,,Jason Segel,0.000024
1066017,,Horsemen (2009 film),0.000029
1162611,,Bruno Campos,0.000019
1163505,,Kristin Davis,0.000021
1247516,,Adventures of Captain Marvel,0.000023
1080686,,Doc Holliday,0.000027
1062527,,Washington D.C. Area Film Critics Association,0.000031
1070467,,List of Friends episodes,0.000023
1400454,,Laura Bush,0.000205
1073804,,C. B. Harding,0.000019
1163510,,Jerry Stiller,0.000031
1227871,,Janice Karman,0.000046
1061868,,List of American films of 1990,0.000018
1064918,,Tommy Lee Wallace,0.000019
1376450,,Cartoon All-Stars to the Rescue,0.000019
1061871,,List of American films of 1998,0.000022
1161966,,Patricia Wettig,0.000019
1183948,,Brandy Norwood,0.000052
1061895,,List of American films of 2010,0.00002
1065959,,Nicola Peltz,0.00002
1672043,,Susanna White,0.00002
1061898,,List of American films of 2003,0.000018
1326827,,Laura Hillenbrand,0.000019
1061903,,List of American films of 2002,0.000018
1063388,,The Quiet American (2002 film),0.000019
1066624,,Kurt Wimmer,0.000021
1061907,,List of American films of 2001,0.000018
1496414,,La traviata,0.000056
1064254,,John Logan (writer),0.000019
1068206,,Elya Baskin,0.000019
1162151,,Noel Fisher (actor),0.00002
1162630,,Mindy Sterling,0.000021
1596165,,Jeff Foxworthy,0.000032
1657504,,Sam Claflin,0.000019
1061926,,List of American films of 2011,0.000018
1065332,,Fionnula Flanagan,0.000028
1067146,,Mandate Pictures,0.000031
1064169,,"The Good, the Bad and the Ugly",0.000026
1568391,,Chris Renaud,0.00002
1744766,,Millennium Actress,0.000034
1062018,,List of directorial debuts,0.000023
1502359,,Clive Revill,0.000028
1062706,,43rd Golden Globe Awards,0.00002
1164501,,Willie Garson,0.000025
1064954,,Jim McBride,0.000029
1163090,,Alan Young,0.000019
1376178,,Bradley Pierce,0.000019
1064207,,Night Shift (film),0.00002
1062327,,Little Miss Sunshine,0.000047
1221846,,Caiara (film),0.000019
1247792,,Ralph Morgan,0.000024
1266252,,Willard Robertson,0.000024
1163006,,Recurring character,0.000029
1397413,,Hit and run (vehicular),0.00002
1165907,,Bob Crane,0.000024
1062192,,Billing (filmmaking),0.000019
1062436,,65th Golden Globe Awards,0.000018
1062460,,Chicago Film Critics Association Award for Best Film,0.000018
1783702,,Queen Elizabeth The Queen Mother,0.000084
1062856,,60th British Academy Film Awards,0.000021
1068560,,"Tarzan, the Ape Man (1981 film)",0.000023
1062895,,List of biggest box office bombs,0.000018
1065484,,Dead Presidents,0.000028
1165789,,NBC Saturday Night at the Movies,0.000026
1704697,,Dictionary of the Khazars,0.000021
1739590,,Platform game,0.000101
1740840,,Metal Gear Solid,0.000035
1063187,,Anatole Litvak,0.000021
1163516,,Jimmy Durante,0.00003
1063425,,Two-Lane Blacktop,0.000018
1399986,,East Tennessee,0.000049
1063721,,List of zombie films,0.000018
1456157,,Len Klimovsky,0.00002
1064275,,La-La Land Records,0.000018
1064450,,A Life of Her Own,0.000018
1770840,,The Rosa Parks Story,0.00003
1064948,,Used Cars,0.000035
1068793,,Before the Rain (film),0.000027
1164815,,Brotherhood (2006 TV series),0.00002
1219651,,H.E.L.P.,0.00002
1190374,,Baraka (film),0.00004
1065496,,Eragon (film),0.000021
1181382,,Keep Holding On,0.00002
1065837,,Touched by Love,0.000018
1065855,,Henry Blanke,0.000024
1065957,,John Hodge (screenwriter),0.000018
1169801,,Denise Nicholas,0.000027
1177464,,Gene Page,0.000023
1067252,,Milan Records,0.000018
1067282,,The Trip (1967 film),0.000018
1068005,,Roger Ashton-Griffiths,0.000018
1069804,,Frank Reicher,0.000018
1069811,,Jessie Ralph,0.000018
1070139,,High Society (soundtrack),0.000018
1070857,,Shir Toyoda,0.000018
1071304,,Kamen Rider: Dragon Knight,0.000034
1073151,,Virus (1980 film),0.000024
1071229,,Uchuu Keiji Sharivan,0.000018
1071730,,Tetsushi Tanaka,0.000018
1071744,,Yokohama Film Festival,0.000024
1071996,,Memories of Tomorrow,0.000028
1072400,,Godzilla vs. Biollante,0.000018
